Disease,Group,Strategy,Augmenter,AUC_ROC,AUC_PR,Accuracy,Precision,Recall,Specificity,F1,Len Aug_x,AUC_no_aug,F1_no_aug
OSA,Group_2,G2_50,Aug_10,0.9619,0.852,0.951612903,0.888888889,0.744186047,0.985018727,0.810126582,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_11,0.9301,0.7387,0.919354839,0.821428571,0.534883721,0.981273408,0.647887324,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_12,0.8734,0.6245,0.896774194,0.739130435,0.395348837,0.97752809,0.515151515,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_13,0.8764,0.669,0.903225806,0.782608696,0.418604651,0.981273408,0.545454545,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_14,0.8689,0.604,0.893548387,0.727272727,0.372093023,0.97752809,0.492307692,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_15,0.8674,0.6027,0.893548387,0.777777778,0.325581395,0.985018727,0.459016393,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_16,0.8774,0.6507,0.893548387,0.727272727,0.372093023,0.97752809,0.492307692,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_17,0.8771,0.6493,0.903225806,0.80952381,0.395348837,0.985018727,0.53125,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_0,0.8605,0.6538,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_1,0.8721,0.6778,0.896774194,0.72,0.418604651,0.973782772,0.529411765,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_2,0.8868,0.7368,0.906451613,0.818181818,0.418604651,0.985018727,0.553846154,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_3,0.919,0.7647,0.912903226,0.863636364,0.441860465,0.988764045,0.584615385,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_4,0.892,0.7315,0.909677419,0.8,0.465116279,0.981273408,0.588235294,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_5,0.8513,0.5853,0.893548387,0.75,0.348837209,0.981273408,0.476190476,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_6,0.8713,0.6294,0.896774194,0.703703704,0.441860465,0.970037453,0.542857143,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_7,0.8402,0.5781,0.883870968,0.62962963,0.395348837,0.962546816,0.485714286,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_8,0.9138,0.782,0.912903226,0.807692308,0.488372093,0.981273408,0.608695652,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_9,0.8981,0.7115,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_10,0.9315,0.7954,0.932258065,0.892857143,0.581395349,0.988764045,0.704225352,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_11,0.9165,0.7838,0.922580645,0.952380952,0.465116279,0.996254682,0.625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_12,0.8672,0.6183,0.896774194,0.789473684,0.348837209,0.985018727,0.483870968,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_13,0.8882,0.6459,0.9,0.833333333,0.348837209,0.988764045,0.491803279,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_14,0.9071,0.7057,0.9,0.772727273,0.395348837,0.981273408,0.523076923,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_15,0.8778,0.6411,0.896774194,0.823529412,0.325581395,0.988764045,0.466666667,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_16,0.8633,0.6118,0.890322581,0.764705882,0.302325581,0.985018727,0.433333333,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_17,0.8626,0.6127,0.887096774,0.785714286,0.255813953,0.988764045,0.385964912,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_0,0.8329,0.6462,0.906451613,0.791666667,0.441860465,0.981273408,0.567164179,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_1,0.8836,0.7174,0.912903226,0.833333333,0.465116279,0.985018727,0.597014925,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_2,0.8951,0.7449,0.925806452,0.884615385,0.534883721,0.988764045,0.666666667,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_3,0.9056,0.751,0.925806452,0.916666667,0.511627907,0.992509363,0.656716418,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_4,0.8722,0.6978,0.922580645,0.913043478,0.488372093,0.992509363,0.636363636,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_5,0.8731,0.6375,0.893548387,0.777777778,0.325581395,0.985018727,0.459016393,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_6,0.8691,0.6862,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_7,0.866,0.6644,0.903225806,0.782608696,0.418604651,0.981273408,0.545454545,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_8,0.8659,0.6896,0.922580645,0.913043478,0.488372093,0.992509363,0.636363636,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_9,0.8997,0.7333,0.916129032,0.84,0.488372093,0.985018727,0.617647059,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_10,0.9502,0.8412,0.941935484,0.903225806,0.651162791,0.988764045,0.756756757,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_11,0.918,0.7511,0.916129032,0.869565217,0.465116279,0.988764045,0.606060606,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_12,0.869,0.6372,0.893548387,0.75,0.348837209,0.981273408,0.476190476,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_13,0.8433,0.6017,0.890322581,0.736842105,0.325581395,0.981273408,0.451612903,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_14,0.8535,0.6336,0.887096774,0.75,0.279069767,0.985018727,0.406779661,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_15,0.8503,0.6275,0.890322581,0.764705882,0.302325581,0.985018727,0.433333333,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_16,0.8626,0.6669,0.896774194,0.789473684,0.348837209,0.985018727,0.483870968,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_17,0.8658,0.685,0.909677419,0.826086957,0.441860465,0.985018727,0.575757576,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_0,0.9242,0.7983,0.932258065,0.923076923,0.558139535,0.992509363,0.695652174,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_1,0.9074,0.7963,0.932258065,0.866666667,0.604651163,0.985018727,0.712328767,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_2,0.9099,0.8007,0.922580645,0.851851852,0.534883721,0.985018727,0.657142857,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_3,0.9468,0.8563,0.94516129,0.933333333,0.651162791,0.992509363,0.767123288,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_4,0.942,0.8112,0.935483871,0.810810811,0.697674419,0.973782772,0.75,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_5,0.9152,0.7797,0.922580645,0.913043478,0.488372093,0.992509363,0.636363636,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_6,0.8851,0.7421,0.912903226,0.766666667,0.534883721,0.973782772,0.630136986,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_7,0.8867,0.7677,0.935483871,0.870967742,0.627906977,0.985018727,0.72972973,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_8,0.9274,0.8175,0.935483871,0.896551724,0.604651163,0.988764045,0.722222222,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_9,0.9249,0.8077,0.925806452,0.916666667,0.511627907,0.992509363,0.656716418,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_10,0.9471,0.8782,0.948387097,0.935483871,0.674418605,0.992509363,0.783783784,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_11,0.9387,0.823,0.935483871,0.870967742,0.627906977,0.985018727,0.72972973,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_12,0.897,0.7332,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_13,0.9061,0.7666,0.916129032,0.869565217,0.465116279,0.988764045,0.606060606,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_14,0.921,0.7745,0.919354839,0.821428571,0.534883721,0.981273408,0.647887324,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_15,0.8976,0.7601,0.919354839,0.875,0.488372093,0.988764045,0.626865672,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_16,0.9103,0.7607,0.932258065,0.866666667,0.604651163,0.985018727,0.712328767,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_17,0.9208,0.7876,0.925806452,0.916666667,0.511627907,0.992509363,0.656716418,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_0,0.923,0.7873,0.935483871,0.848484848,0.651162791,0.981273408,0.736842105,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_1,0.904,0.7419,0.922580645,0.851851852,0.534883721,0.985018727,0.657142857,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_2,0.8991,0.7144,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_3,0.9384,0.8138,0.938709677,0.9,0.627906977,0.988764045,0.739726027,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_4,0.9191,0.7554,0.932258065,0.892857143,0.581395349,0.988764045,0.704225352,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_5,0.8702,0.6705,0.906451613,0.85,0.395348837,0.988764045,0.53968254,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_6,0.896,0.7292,0.925806452,0.857142857,0.558139535,0.985018727,0.676056338,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_7,0.8854,0.7071,0.919354839,0.909090909,0.465116279,0.992509363,0.615384615,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_8,0.8976,0.6858,0.916129032,0.814814815,0.511627907,0.981273408,0.628571429,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_9,0.8903,0.7291,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_10,0.9531,0.7842,0.94516129,0.882352941,0.697674419,0.985018727,0.779220779,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_11,0.939,0.781,0.932258065,0.892857143,0.581395349,0.988764045,0.704225352,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_12,0.8598,0.6478,0.9,0.833333333,0.348837209,0.988764045,0.491803279,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_13,0.8876,0.7204,0.916129032,0.84,0.488372093,0.985018727,0.617647059,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_14,0.8945,0.7364,0.906451613,0.791666667,0.441860465,0.981273408,0.567164179,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_15,0.8937,0.7231,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_16,0.879,0.691,0.9,0.833333333,0.348837209,0.988764045,0.491803279,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_17,0.865,0.7058,0.906451613,0.888888889,0.372093023,0.992509363,0.524590164,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_0,0.8287,0.6659,0.906451613,0.769230769,0.465116279,0.97752809,0.579710145,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_1,0.8741,0.7061,0.903225806,0.782608696,0.418604651,0.981273408,0.545454545,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_2,0.8272,0.6409,0.906451613,0.85,0.395348837,0.988764045,0.53968254,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_3,0.8919,0.7284,0.919354839,0.8,0.558139535,0.97752809,0.657534247,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_4,0.8282,0.6157,0.903225806,0.782608696,0.418604651,0.981273408,0.545454545,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_5,0.8295,0.6398,0.912903226,0.9,0.418604651,0.992509363,0.571428571,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_6,0.8271,0.6473,0.906451613,0.705882353,0.558139535,0.962546816,0.623376623,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_7,0.8434,0.6413,0.909677419,0.777777778,0.488372093,0.97752809,0.6,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_8,0.86,0.677,0.916129032,0.84,0.488372093,0.985018727,0.617647059,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_9,0.8553,0.6878,0.903225806,0.842105263,0.372093023,0.988764045,0.516129032,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_10,0.9003,0.7349,0.932258065,0.866666667,0.604651163,0.985018727,0.712328767,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_11,0.9139,0.73,0.919354839,0.821428571,0.534883721,0.981273408,0.647887324,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_12,0.8201,0.6413,0.903225806,0.842105263,0.372093023,0.988764045,0.516129032,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_13,0.846,0.6503,0.903225806,0.80952381,0.395348837,0.985018727,0.53125,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_14,0.853,0.6612,0.9,0.8,0.372093023,0.985018727,0.507936508,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_15,0.8248,0.6049,0.896774194,0.761904762,0.372093023,0.981273408,0.5,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_16,0.8394,0.6542,0.906451613,0.85,0.395348837,0.988764045,0.53968254,1597,0.89388,0.611199347
OSA,Group_2,G2_50,Aug_17,0.8433,0.6616,0.909677419,0.857142857,0.418604651,0.988764045,0.5625,1597,0.89388,0.611199347
PVD,Group_2,G2_50,Aug_0,0.8585,0.6076,0.890322581,0.789473684,0.333333333,0.98490566,0.46875,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_1,0.8406,0.5521,0.883870968,0.764705882,0.288888889,0.98490566,0.419354839,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_2,0.8453,0.588,0.893548387,0.772727273,0.377777778,0.981132075,0.507462687,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_3,0.8513,0.6117,0.890322581,0.739130435,0.377777778,0.977358491,0.5,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_4,0.8305,0.5917,0.890322581,0.789473684,0.333333333,0.98490566,0.46875,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_5,0.8208,0.5296,0.883870968,0.764705882,0.288888889,0.98490566,0.419354839,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_6,0.815,0.5615,0.883870968,0.68,0.377777778,0.969811321,0.485714286,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_7,0.7952,0.5419,0.883870968,0.736842105,0.311111111,0.981132075,0.4375,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_8,0.8832,0.6852,0.893548387,0.714285714,0.444444444,0.969811321,0.547945205,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_9,0.8373,0.6285,0.9,0.85,0.377777778,0.988679245,0.523076923,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_10,0.8816,0.683,0.887096774,0.65625,0.466666667,0.958490566,0.545454545,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_11,0.8706,0.6632,0.890322581,0.72,0.4,0.973584906,0.514285714,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_12,0.8121,0.5705,0.880645161,0.722222222,0.288888889,0.981132075,0.412698413,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_13,0.8036,0.5653,0.893548387,0.833333333,0.333333333,0.988679245,0.476190476,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_14,0.8235,0.5496,0.883870968,0.736842105,0.311111111,0.981132075,0.4375,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_15,0.8021,0.5255,0.864516129,0.56,0.311111111,0.958490566,0.4,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_16,0.8055,0.5897,0.883870968,0.736842105,0.311111111,0.981132075,0.4375,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_17,0.8376,0.6036,0.890322581,0.823529412,0.311111111,0.988679245,0.451612903,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_0,0.876,0.6782,0.9,0.85,0.377777778,0.988679245,0.523076923,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_1,0.8745,0.6959,0.9,0.769230769,0.444444444,0.977358491,0.563380282,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_2,0.8616,0.6718,0.906451613,0.833333333,0.444444444,0.98490566,0.579710145,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_3,0.8783,0.6873,0.9,0.818181818,0.4,0.98490566,0.537313433,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_4,0.8404,0.6436,0.893548387,0.772727273,0.377777778,0.981132075,0.507462687,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_5,0.7743,0.5519,0.887096774,0.75,0.333333333,0.981132075,0.461538462,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_6,0.8323,0.5889,0.883870968,0.68,0.377777778,0.969811321,0.485714286,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_7,0.8205,0.5472,0.877419355,0.684210526,0.288888889,0.977358491,0.40625,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_8,0.836,0.5831,0.893548387,0.730769231,0.422222222,0.973584906,0.535211268,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_9,0.861,0.6634,0.890322581,0.761904762,0.355555556,0.981132075,0.484848485,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_10,0.8749,0.6542,0.890322581,0.739130435,0.377777778,0.977358491,0.5,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_11,0.893,0.7089,0.912903226,0.821428571,0.511111111,0.981132075,0.630136986,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_12,0.7923,0.5227,0.880645161,0.681818182,0.333333333,0.973584906,0.447761194,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_13,0.8156,0.5718,0.883870968,0.714285714,0.333333333,0.977358491,0.454545455,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_14,0.8006,0.5497,0.883870968,0.8,0.266666667,0.988679245,0.4,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_15,0.805,0.5172,0.880645161,0.681818182,0.333333333,0.973584906,0.447761194,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_16,0.8212,0.5775,0.887096774,0.777777778,0.311111111,0.98490566,0.444444444,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_17,0.83,0.5916,0.887096774,0.75,0.333333333,0.981132075,0.461538462,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_0,0.8504,0.5895,0.896774194,0.882352941,0.333333333,0.99245283,0.483870968,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_1,0.8671,0.6252,0.887096774,0.692307692,0.4,0.969811321,0.507042254,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_2,0.8769,0.6247,0.893548387,0.75,0.4,0.977358491,0.52173913,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_3,0.9256,0.7689,0.906451613,0.863636364,0.422222222,0.988679245,0.567164179,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_4,0.8788,0.673,0.890322581,0.739130435,0.377777778,0.977358491,0.5,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_5,0.8192,0.5736,0.887096774,0.916666667,0.244444444,0.996226415,0.385964912,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_6,0.7965,0.5645,0.887096774,0.777777778,0.311111111,0.98490566,0.444444444,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_7,0.8496,0.5994,0.887096774,0.75,0.333333333,0.981132075,0.461538462,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_8,0.8579,0.6404,0.887096774,0.727272727,0.355555556,0.977358491,0.47761194,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_9,0.8384,0.5609,0.880645161,0.785714286,0.244444444,0.988679245,0.372881356,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_10,0.8988,0.7139,0.903225806,0.826086957,0.422222222,0.98490566,0.558823529,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_11,0.8871,0.6858,0.9,0.85,0.377777778,0.988679245,0.523076923,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_12,0.8228,0.5692,0.880645161,0.833333333,0.222222222,0.99245283,0.350877193,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_13,0.8293,0.536,0.880645161,0.75,0.266666667,0.98490566,0.393442623,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_14,0.8191,0.551,0.887096774,0.857142857,0.266666667,0.99245283,0.406779661,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_15,0.8148,0.5335,0.874193548,0.666666667,0.266666667,0.977358491,0.380952381,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_16,0.8452,0.6191,0.890322581,0.823529412,0.311111111,0.988679245,0.451612903,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_17,0.8416,0.6188,0.890322581,0.866666667,0.288888889,0.99245283,0.433333333,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_0,0.8102,0.5579,0.883870968,0.695652174,0.355555556,0.973584906,0.470588235,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_1,0.8193,0.5554,0.870967742,0.608695652,0.311111111,0.966037736,0.411764706,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_2,0.8043,0.5727,0.880645161,0.653846154,0.377777778,0.966037736,0.478873239,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_3,0.8267,0.5914,0.890322581,0.72,0.4,0.973584906,0.514285714,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_4,0.8136,0.5499,0.874193548,0.625,0.333333333,0.966037736,0.434782609,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_5,0.8455,0.5786,0.883870968,0.714285714,0.333333333,0.977358491,0.454545455,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_6,0.8314,0.5573,0.877419355,0.666666667,0.311111111,0.973584906,0.424242424,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_7,0.8176,0.5329,0.870967742,0.6,0.333333333,0.962264151,0.428571429,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_8,0.8311,0.6252,0.893548387,0.772727273,0.377777778,0.981132075,0.507462687,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_9,0.8657,0.6244,0.887096774,0.727272727,0.355555556,0.977358491,0.47761194,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_10,0.8608,0.6214,0.890322581,0.703703704,0.422222222,0.969811321,0.527777778,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_11,0.8376,0.6125,0.9,0.791666667,0.422222222,0.981132075,0.550724638,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_12,0.8452,0.61,0.880645161,0.7,0.311111111,0.977358491,0.430769231,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_13,0.8401,0.5743,0.870967742,0.619047619,0.288888889,0.969811321,0.393939394,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_14,0.8556,0.5983,0.880645161,0.681818182,0.333333333,0.973584906,0.447761194,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_15,0.8518,0.5939,0.890322581,0.739130435,0.377777778,0.977358491,0.5,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_16,0.8473,0.5816,0.887096774,0.75,0.333333333,0.981132075,0.461538462,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_17,0.8288,0.5458,0.883870968,0.68,0.377777778,0.969811321,0.485714286,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_0,0.8059,0.5335,0.887096774,0.708333333,0.377777778,0.973584906,0.492753623,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_1,0.8049,0.5538,0.887096774,0.692307692,0.4,0.969811321,0.507042254,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_2,0.8374,0.6206,0.896774194,0.724137931,0.466666667,0.969811321,0.567567568,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_3,0.8428,0.608,0.890322581,0.677419355,0.466666667,0.962264151,0.552631579,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_4,0.8217,0.5791,0.887096774,0.692307692,0.4,0.969811321,0.507042254,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_5,0.7894,0.5527,0.887096774,0.692307692,0.4,0.969811321,0.507042254,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_6,0.825,0.6061,0.906451613,0.807692308,0.466666667,0.981132075,0.591549296,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_7,0.8231,0.5943,0.883870968,0.655172414,0.422222222,0.962264151,0.513513514,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_8,0.8282,0.6,0.890322581,0.739130435,0.377777778,0.977358491,0.5,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_9,0.8091,0.5667,0.9,0.85,0.377777778,0.988679245,0.523076923,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_10,0.8488,0.628,0.909677419,0.774193548,0.533333333,0.973584906,0.631578947,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_11,0.8605,0.6492,0.909677419,0.793103448,0.511111111,0.977358491,0.621621622,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_12,0.8132,0.5699,0.883870968,0.68,0.377777778,0.969811321,0.485714286,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_13,0.7944,0.5533,0.890322581,0.761904762,0.355555556,0.981132075,0.484848485,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_14,0.7915,0.5333,0.890322581,0.761904762,0.355555556,0.981132075,0.484848485,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_15,0.7925,0.5361,0.893548387,0.772727273,0.377777778,0.981132075,0.507462687,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_16,0.7826,0.5381,0.890322581,0.761904762,0.355555556,0.981132075,0.484848485,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_17,0.794,0.5525,0.890322581,0.739130435,0.377777778,0.977358491,0.5,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_0,0.8029,0.5707,0.890322581,0.761904762,0.355555556,0.981132075,0.484848485,1585,0.82504,0.4713491
PVD,Group_2,G2_50,Aug_1,0.8339,0.6188,0.893548387,0.75,0.4,0.977358491,0.52173913,1585,0.82504,0.4713491
